"Brnd_Name","Year","Tot_Spndng"
Repatha Pushtronex,"2025 (Q1-Q3)",3884507.5
Repatha Sureclick,"2024 (Q1-Q4)",1709589760
Repatha Sureclick,"2025 (Q1-Q3)",1863125504
Repatha Syringe,"2024 (Q1-Q4)",195984128
Repatha Syringe,"2025 (Q1-Q3)",171508288
Restasis,"2024 (Q1-Q4)",1289753088
Restasis,"2025 (Q1-Q3)",726832384
Restasis Multidose,"2024 (Q1-Q4)",64201708
Restasis Multidose,"2025 (Q1-Q3)",39523144
Restoril,"2024 (Q1-Q4)",712924.6
Restoril,"2025 (Q1-Q3)",463496.72
Retacrit,"2024 (Q1-Q4)",27125960
Retacrit,"2025 (Q1-Q3)",25832376
Retevmo,"2024 (Q1-Q4)",84887656
Retevmo,"2025 (Q1-Q3)",86931768
Retin-A,"2024 (Q1-Q4)",1005781.7
Retin-A,"2025 (Q1-Q3)",714980.4
Retin-A Micro,"2024 (Q1-Q4)",14061.91
Retin-A Micro Pump,"2024 (Q1-Q4)",421900.25
Retin-A Micro Pump,"2025 (Q1-Q3)",232189.98
Revatio,"2024 (Q1-Q4)",7220470.0
Revatio,"2025 (Q1-Q3)",4488299.5
Revcovi,"2024 (Q1-Q4)",39969416
Revcovi,"2025 (Q1-Q3)",32644336
Revlimid,"2024 (Q1-Q4)",4179511552
Revlimid,"2025 (Q1-Q3)",2119764480
Revuforj,"2024 (Q1-Q4)",1091910.1
Revuforj,"2025 (Q1-Q3)",26811074
Rexulti,"2024 (Q1-Q4)",861392128
Rexulti,"2025 (Q1-Q3)",806851520
Reyataz,"2024 (Q1-Q4)",650335.1
Reyataz,"2025 (Q1-Q3)",417219.3
Reyvow,"2024 (Q1-Q4)",9773975.0
Reyvow,"2025 (Q1-Q3)",7422509.5
Rezdiffra,"2024 (Q1-Q4)",69106680
Rezdiffra,"2025 (Q1-Q3)",301989344
Rezlidhia,"2024 (Q1-Q4)",15483548
Rezlidhia,"2025 (Q1-Q3)",20265330
Rezurock,"2024 (Q1-Q4)",242932272
Rezurock,"2025 (Q1-Q3)",225045760
Rezvoglar Kwikpen,"2024 (Q1-Q4)",585935.44
Rezvoglar Kwikpen,"2025 (Q1-Q3)",893346.3
Rezzayo,"2024 (Q1-Q4)",160894.5
Rezzayo,"2025 (Q1-Q3)",409960.84
Rhofade,"2024 (Q1-Q4)",927788.94
Rhofade,"2025 (Q1-Q3)",2017155.4
Rhopressa,"2024 (Q1-Q4)",168045632
Rhopressa,"2025 (Q1-Q3)",126325432
Riabni,"2024 (Q1-Q4)",6798902.0
Riabni,"2025 (Q1-Q3)",7166104.0
Ribavirin,"2024 (Q1-Q4)",246095.12
Ribavirin,"2025 (Q1-Q3)",217890.16
Ridaura,"2024 (Q1-Q4)",922394.75
Ridaura,"2025 (Q1-Q3)",613663.94
Rifabutin,"2024 (Q1-Q4)",6590886.5
Rifabutin,"2025 (Q1-Q3)",5920132.5
Rifadin,"2024 (Q1-Q4)",26530.42
Rifampin,"2024 (Q1-Q4)",6865393.5
Rifampin,"2025 (Q1-Q3)",5812994.0
Riluzole,"2024 (Q1-Q4)",8263165.5
Riluzole,"2025 (Q1-Q3)",5033293.0
Rimantadine HCl,"2024 (Q1-Q4)",125577.11
Rimantadine HCl,"2025 (Q1-Q3)",82446.07
Rimso-50,"2024 (Q1-Q4)",568071.4
Rimso-50,"2025 (Q1-Q3)",371179.88
Rinvoq,"2024 (Q1-Q4)",1385459840
Rinvoq,"2025 (Q1-Q3)",1659211648
Rinvoq Lq,"2024 (Q1-Q4)",478881.34
Rinvoq Lq,"2025 (Q1-Q3)",1403823.5
Risedronate Sodium,"2024 (Q1-Q4)",22343660
Risedronate Sodium,"2025 (Q1-Q3)",15348651
Risedronate Sodium Dr,"2024 (Q1-Q4)",3434122.5
Risedronate Sodium Dr,"2025 (Q1-Q3)",2225292.2
Risperdal,"2024 (Q1-Q4)",3641518.8
Risperdal,"2025 (Q1-Q3)",2445782.2
Risperdal Consta,"2024 (Q1-Q4)",114772776
Risperdal Consta,"2025 (Q1-Q3)",64401808
Risperidone,"2024 (Q1-Q4)",51680324
Risperidone,"2025 (Q1-Q3)",40806416
Risperidone ER,"2024 (Q1-Q4)",36145792
Risperidone ER,"2025 (Q1-Q3)",29685982
Risperidone ODT,"2024 (Q1-Q4)",9632364.0
Risperidone ODT,"2025 (Q1-Q3)",6764078.0
Ritalin,"2024 (Q1-Q4)",720435.25
Ritalin,"2025 (Q1-Q3)",437165.75
Ritalin La,"2024 (Q1-Q4)",693121.06
Ritalin La,"2025 (Q1-Q3)",160389.8
Ritonavir,"2024 (Q1-Q4)",6309441.5
Ritonavir,"2025 (Q1-Q3)",3410045.5
Rituxan,"2024 (Q1-Q4)",38719960
Rituxan,"2025 (Q1-Q3)",35739916
Rituxan Hycela,"2024 (Q1-Q4)",736009.4
Rituxan Hycela,"2025 (Q1-Q3)",1019263.25
Rivaroxaban,"2025 (Q1-Q3)",25573790
Rivastigmine,"2024 (Q1-Q4)",68963056
Rivastigmine,"2024 (Q1-Q4)",20292668
Rivastigmine,"2025 (Q1-Q3)",50156152
Rivastigmine,"2025 (Q1-Q3)",17213406
Rivelsa,"2024 (Q1-Q4)",4100.71
Rivelsa,"2025 (Q1-Q3)",1637.7
Rizatriptan,"2024 (Q1-Q4)",14535985
Rizatriptan,"2025 (Q1-Q3)",13018488
Rocaltrol,"2024 (Q1-Q4)",17347.28
Rocaltrol,"2025 (Q1-Q3)",3452.98
Rocklatan,"2024 (Q1-Q4)",167398352
Rocklatan,"2025 (Q1-Q3)",133466968
Roflumilast,"2024 (Q1-Q4)",32089596
Roflumilast,"2025 (Q1-Q3)",21677760
Rolvedon,"2024 (Q1-Q4)",1623717.0
Rolvedon,"2025 (Q1-Q3)",2196493.5
Romidepsin,"2024 (Q1-Q4)",386131.7
Romidepsin,"2025 (Q1-Q3)",256786.92
Romvimza,"2025 (Q1-Q3)",2548485.8
Ropinirole ER,"2024 (Q1-Q4)",9887416.0
Ropinirole ER,"2025 (Q1-Q3)",6225835.5
Ropinirole HCl,"2024 (Q1-Q4)",54884152
Ropinirole HCl,"2025 (Q1-Q3)",43145476
Ropivacaine HCl,"2024 (Q1-Q4)",3876.07
Ropivacaine HCl,"2025 (Q1-Q3)",1530.06
Rosuvastatin Calcium,"2024 (Q1-Q4)",436599872
Rosuvastatin Calcium,"2025 (Q1-Q3)",357026496
Rowasa,"2024 (Q1-Q4)",44029.49
Roweepra,"2024 (Q1-Q4)",748.57
Roweepra,"2025 (Q1-Q3)",809.72
Roxicodone,"2024 (Q1-Q4)",1635814.6
Roxicodone,"2025 (Q1-Q3)",1113022.0
Roxybond,"2024 (Q1-Q4)",2236048.8
Roxybond,"2025 (Q1-Q3)",5809951.5
Rozerem,"2024 (Q1-Q4)",735417.75
Rozerem,"2025 (Q1-Q3)",525557.0
Rozlytrek,"2024 (Q1-Q4)",19076488
Rozlytrek,"2025 (Q1-Q3)",20048816
Rubraca,"2024 (Q1-Q4)",31510916
Rubraca,"2025 (Q1-Q3)",24846430
Ruconest,"2024 (Q1-Q4)",55710880
Ruconest,"2025 (Q1-Q3)",55581904
Rufinamide,"2024 (Q1-Q4)",29773730
Rufinamide,"2025 (Q1-Q3)",18976684
Rukobia,"2024 (Q1-Q4)",115037192
Rukobia,"2025 (Q1-Q3)",97633912
Ruxience,"2024 (Q1-Q4)",22469702
Ruxience,"2025 (Q1-Q3)",31998040
Ryaltris,"2024 (Q1-Q4)",2962468.5
Ryaltris,"2025 (Q1-Q3)",5579954.0
Rybelsus,"2024 (Q1-Q4)",1890082048
Rybelsus,"2025 (Q1-Q3)",1489500544
Rybrevant,"2024 (Q1-Q4)",3046904.2
Rybrevant,"2025 (Q1-Q3)",4643741.0
Ryclora,"2024 (Q1-Q4)",51807.18
Ryclora,"2025 (Q1-Q3)",33164.17
Rydapt,"2024 (Q1-Q4)",27428240
Rydapt,"2025 (Q1-Q3)",23794804
Rystiggo,"2024 (Q1-Q4)",56307920
Rystiggo,"2025 (Q1-Q3)",68129712
Rytary,"2024 (Q1-Q4)",271784320
Rytary,"2025 (Q1-Q3)",196629232
Rytelo,"2024 (Q1-Q4)",1727834.8
Rytelo,"2025 (Q1-Q3)",4857050.0
Ryvent,"2024 (Q1-Q4)",440104.38
Ryvent,"2025 (Q1-Q3)",324497.75
Sabril,"2024 (Q1-Q4)",15195305
Sabril,"2025 (Q1-Q3)",9667535.0
Sacubitril-Valsartan,"2025 (Q1-Q3)",57395476
Safety Pen Needle,"2024 (Q1-Q4)",9999.0
Safety Pen Needle,"2025 (Q1-Q3)",4356.28
Safetyglide Insulin Syringe,"2024 (Q1-Q4)",584356.06
Safetyglide Insulin Syringe,"2024 (Q1-Q4)",484762.1
Safetyglide Insulin Syringe,"2024 (Q1-Q4)",199770.06
Safetyglide Insulin Syringe,"2025 (Q1-Q3)",419380.7
Safetyglide Insulin Syringe,"2025 (Q1-Q3)",155290.5
Safetyglide Insulin Syringe,"2025 (Q1-Q3)",413497.6
Safetyglide Syringe,"2024 (Q1-Q4)",5671.03
Safetyglide Syringe,"2025 (Q1-Q3)",1460.26
Safyral,"2024 (Q1-Q4)",5835.68
Safyral,"2025 (Q1-Q3)",4058.42
Sajazir,"2024 (Q1-Q4)",1966671.1
Sajazir,"2025 (Q1-Q3)",6840198.5
Salagen,"2024 (Q1-Q4)",31254.35
Salagen,"2025 (Q1-Q3)",20507.71
Salicylic Acid,"2024 (Q1-Q4)",281883.94
Salicylic Acid,"2025 (Q1-Q3)",258405.77
Salsalate,"2024 (Q1-Q4)",493522.1
Salsalate,"2025 (Q1-Q3)",313272.88
Samsca,"2024 (Q1-Q4)",8741488.0
Samsca,"2025 (Q1-Q3)",4762374.5
Sancuso,"2024 (Q1-Q4)",6606813.0
Sancuso,"2025 (Q1-Q3)",4623308.0
Sandimmune,"2024 (Q1-Q4)",463102.1
Sandimmune,"2025 (Q1-Q3)",400620.34
Sandostatin,"2024 (Q1-Q4)",196939.31
Sandostatin,"2025 (Q1-Q3)",137694.06
Sandostatin Lar Depot,"2024 (Q1-Q4)",56459272
Sandostatin Lar Depot,"2025 (Q1-Q3)",51365380
Santyl,"2024 (Q1-Q4)",191148720
Santyl,"2025 (Q1-Q3)",168245744
Saphnelo,"2024 (Q1-Q4)",13460205
Saphnelo,"2025 (Q1-Q3)",14960919
Saphris,"2024 (Q1-Q4)",7167784.0
Saphris,"2025 (Q1-Q3)",4775788.0
Sapropterin Dihydrochloride,"2024 (Q1-Q4)",15693464
Sapropterin Dihydrochloride,"2025 (Q1-Q3)",10728129
Sarclisa,"2024 (Q1-Q4)",5997929.5
Sarclisa,"2025 (Q1-Q3)",7487283.0
Savaysa,"2024 (Q1-Q4)",5115977.5
Savaysa,"2025 (Q1-Q3)",3606289.0
Savella,"2024 (Q1-Q4)",59322984
Savella,"2025 (Q1-Q3)",41108800
Saxagliptin-Metformin ER,"2024 (Q1-Q4)",5853267.5
Saxagliptin-Metformin ER,"2025 (Q1-Q3)",3593991.8
Saxagliptin HCl,"2024 (Q1-Q4)",14466715
Saxagliptin HCl,"2025 (Q1-Q3)",9360786.0
Scemblix,"2024 (Q1-Q4)",197186976
Scemblix,"2025 (Q1-Q3)",314164864
Scopolamine,"2024 (Q1-Q4)",31208018
Scopolamine,"2025 (Q1-Q3)",23616778
Se-Natal 19,"2024 (Q1-Q4)",27504.58
Se-Natal 19,"2024 (Q1-Q4)",17852.72
Se-Natal 19,"2025 (Q1-Q3)",22945.67
Se-Natal 19,"2025 (Q1-Q3)",14985.31
Seasonique,"2024 (Q1-Q4)",4398.29
Secuado,"2024 (Q1-Q4)",6087666.0
Secuado,"2025 (Q1-Q3)",5142366.0
Securesafe Insulin Syringe,"2024 (Q1-Q4)",360.04
Securesafe Pen Needle,"2024 (Q1-Q4)",599470.75
Securesafe Pen Needle,"2025 (Q1-Q3)",224313.8
Seglentis,"2024 (Q1-Q4)",274438.0
Seglentis,"2025 (Q1-Q3)",4327.59
Segluromet,"2024 (Q1-Q4)",1136457.6
Segluromet,"2025 (Q1-Q3)",712907.8
Selarsdi,"2025 (Q1-Q3)",782680.0
Select-Ob + DHA,"2024 (Q1-Q4)",1261.14
Selegiline HCl,"2024 (Q1-Q4)",4992287.5
Selegiline HCl,"2025 (Q1-Q3)",3584785.0
Selenium Sulfide,"2024 (Q1-Q4)",756938.94
Selenium Sulfide,"2025 (Q1-Q3)",566042.94
Selzentry,"2024 (Q1-Q4)",4095167.8
Selzentry,"2025 (Q1-Q3)",2189100.2
Semglee (Yfgn),"2024 (Q1-Q4)",6730750.5
Semglee (Yfgn),"2025 (Q1-Q3)",2791367.5
Semglee (Yfgn) Pen,"2024 (Q1-Q4)",58559540
Semglee (Yfgn) Pen,"2025 (Q1-Q3)",24770394
Sensipar,"2024 (Q1-Q4)",1312812.5
Sensipar,"2025 (Q1-Q3)",91635.11
Sensorcaine,"2024 (Q1-Q4)",185.14
Sensorcaine-MPF,"2024 (Q1-Q4)",2183.31
Sensorcaine-MPF,"2025 (Q1-Q3)",635.76
Serevent Diskus,"2024 (Q1-Q4)",36757680
Serevent Diskus,"2025 (Q1-Q3)",24554216
Seroquel,"2024 (Q1-Q4)",8697238.0
Seroquel,"2025 (Q1-Q3)",5524372.0
Seroquel XR,"2024 (Q1-Q4)",7483539.0
Seroquel XR,"2025 (Q1-Q3)",4601961.5
Serostim,"2024 (Q1-Q4)",109515832
Serostim,"2025 (Q1-Q3)",89286560
Sertraline HCl,"2024 (Q1-Q4)",147541600
Sertraline HCl,"2025 (Q1-Q3)",120501920
Setlakin,"2024 (Q1-Q4)",78567.25
Setlakin,"2025 (Q1-Q3)",64658.97
Sevelamer Carbonate,"2024 (Q1-Q4)",141896512
Sevelamer Carbonate,"2025 (Q1-Q3)",2795445.8
Sevelamer HCl,"2024 (Q1-Q4)",23591968
Sevelamer HCl,"2025 (Q1-Q3)",667564.0
Seysara,"2024 (Q1-Q4)",785827.0
Seysara,"2025 (Q1-Q3)",622704.06
Sf,"2024 (Q1-Q4)",33986.36
Sf,"2025 (Q1-Q3)",25917.97
Sf 5000 Plus,"2024 (Q1-Q4)",355018.94
Sf 5000 Plus,"2025 (Q1-Q3)",273066.5
Sfrowasa,"2024 (Q1-Q4)",31978.99
Sfrowasa,"2025 (Q1-Q3)",43429.43
Sharobel,"2024 (Q1-Q4)",21790.47
Sharobel,"2025 (Q1-Q3)",11794.94
Shingrix,"2024 (Q1-Q4)",775597056
Shingrix,"2025 (Q1-Q3)",543227776
Signifor,"2024 (Q1-Q4)",2100390.8
Signifor,"2025 (Q1-Q3)",2501746.2
Signifor Lar,"2024 (Q1-Q4)",9543284.0
Signifor Lar,"2025 (Q1-Q3)",11913566
Siklos,"2024 (Q1-Q4)",960925.8
Siklos,"2025 (Q1-Q3)",816041.44
Sildenafil Citrate,"2024 (Q1-Q4)",38871228
Sildenafil Citrate,"2025 (Q1-Q3)",26120770
Silenor,"2024 (Q1-Q4)",503608.78
Silenor,"2025 (Q1-Q3)",299761.1
Siliq,"2024 (Q1-Q4)",8511214.0
Siliq,"2025 (Q1-Q3)",6909711.5
Silodosin,"2024 (Q1-Q4)",25406332
Silodosin,"2025 (Q1-Q3)",17697860
Silvadene,"2024 (Q1-Q4)",28882.73
Silvadene,"2025 (Q1-Q3)",57437.4
Silver Nitrate,"2024 (Q1-Q4)",2113.95
Silver Nitrate Applicator,"2024 (Q1-Q4)",355.81
Silver Sulfadiazine,"2024 (Q1-Q4)",4823249.0
Silver Sulfadiazine,"2025 (Q1-Q3)",6236845.5
Simbrinza,"2024 (Q1-Q4)",78872648
Simbrinza,"2025 (Q1-Q3)",57027112
Simlandi(Cf),"2025 (Q1-Q3)",361139.44
Simlandi(Cf) Autoinjector,"2024 (Q1-Q4)",528514.6
Simlandi(Cf) Autoinjector,"2025 (Q1-Q3)",7115658.0
Simpesse,"2024 (Q1-Q4)",196269.6
Simpesse,"2025 (Q1-Q3)",149851.27
Simponi,"2024 (Q1-Q4)",184712560
Simponi,"2025 (Q1-Q3)",153990592
Simponi Aria,"2024 (Q1-Q4)",45893236
Simponi Aria,"2025 (Q1-Q3)",52236804
Simvastatin,"2024 (Q1-Q4)",126433232
Simvastatin,"2025 (Q1-Q3)",91403968
Sinemet,"2024 (Q1-Q4)",306877.47
Sinemet,"2025 (Q1-Q3)",238959.36
Single Use Swab,"2024 (Q1-Q4)",735645.3
Single Use Swab,"2025 (Q1-Q3)",252898.22
Singulair,"2024 (Q1-Q4)",5720021.5
Singulair,"2025 (Q1-Q3)",3948348.8
Sirolimus,"2024 (Q1-Q4)",17460768
Sirolimus,"2025 (Q1-Q3)",11662654
Sirturo,"2024 (Q1-Q4)",2816094.2
Sirturo,"2025 (Q1-Q3)",3059383.5
Sitagliptin,"2024 (Q1-Q4)",3326313.8
Sitagliptin,"2025 (Q1-Q3)",10547118
Sitagliptin-Metformin,"2024 (Q1-Q4)",100604.46
Sitagliptin-Metformin,"2025 (Q1-Q3)",393523.25
Sivextro,"2024 (Q1-Q4)",16525191
Sivextro,"2025 (Q1-Q3)",21955566
Sky Safety Pen Needle,"2024 (Q1-Q4)",1832.61
Sky Safety Pen Needle,"2025 (Q1-Q3)",1767.7
Skyclarys,"2024 (Q1-Q4)",101272752
Skyclarys,"2025 (Q1-Q3)",91382624
Skyla,"2024 (Q1-Q4)",11542.78
Skyla,"2025 (Q1-Q3)",12897.28
Skyrizi,"2024 (Q1-Q4)",315590528
Skyrizi,"2025 (Q1-Q3)",334789856
Skyrizi On-Body,"2024 (Q1-Q4)",390580000
Skyrizi On-Body,"2025 (Q1-Q3)",790510208
Skyrizi Pen,"2024 (Q1-Q4)",1781294208
Skyrizi Pen,"2025 (Q1-Q3)",2278732800
Skytrofa,"2024 (Q1-Q4)",158521.0
Skytrofa,"2025 (Q1-Q3)",152590.14
Slynd,"2024 (Q1-Q4)",1955749.4
Smoflipid,"2024 (Q1-Q4)",21488.82
Smoflipid,"2025 (Q1-Q3)",6340.71
Soaanz,"2024 (Q1-Q4)",5153740.0
Soaanz,"2025 (Q1-Q3)",4291098.0
Sod Sulf-Potass Sulf-Mag Sulf,"2024 (Q1-Q4)",56591892
Sod Sulf-Potass Sulf-Mag Sulf,"2025 (Q1-Q3)",49456464
Sodium Acetate,"2024 (Q1-Q4)",44487.43
Sodium Acetate,"2025 (Q1-Q3)",13735.61
Sodium Bicarbonate,"2024 (Q1-Q4)",567270.25
Sodium Bicarbonate,"2025 (Q1-Q3)",373199.53
Sodium Chloride,"2024 (Q1-Q4)",11129.98
Sodium Chloride,"2024 (Q1-Q4)",725804.1
Sodium Chloride,"2024 (Q1-Q4)",1075.35
Sodium Chloride,"2024 (Q1-Q4)",532017.5
Sodium Chloride,"2024 (Q1-Q4)",47505.43
Sodium Chloride,"2024 (Q1-Q4)",8236962.0
Sodium Chloride,"2025 (Q1-Q3)",56472.07
Sodium Chloride,"2025 (Q1-Q3)",1377.39
Sodium Chloride,"2025 (Q1-Q3)",358014.22
Sodium Chloride,"2025 (Q1-Q3)",6991400.5
Sodium Chloride,"2025 (Q1-Q3)",634438.75
Sodium Citrate-Citric Acid,"2024 (Q1-Q4)",37567.08
Sodium Citrate-Citric Acid,"2025 (Q1-Q3)",33661.56
Sodium Fluoride,"2024 (Q1-Q4)",1629724.5
Sodium Fluoride,"2025 (Q1-Q3)",1259119.2
Sodium Fluoride-Potassium Nitr,"2024 (Q1-Q4)",1309.64
Sodium Fluoride-Potassium Nitr,"2025 (Q1-Q3)",14883.67
Sodium Fluoride 5000 Dry Mouth,"2024 (Q1-Q4)",262477.4
Sodium Fluoride 5000 Dry Mouth,"2025 (Q1-Q3)",209473.28
Sodium Fluoride 5000 Plus,"2024 (Q1-Q4)",273977.3
Sodium Fluoride 5000 Plus,"2025 (Q1-Q3)",128439.67
Sodium Fluoride Enamel Protect,"2024 (Q1-Q4)",88688.51
Sodium Fluoride Enamel Protect,"2025 (Q1-Q3)",78175.85
Sodium Fluoride Sensitive,"2024 (Q1-Q4)",391892.75
Sodium Fluoride Sensitive,"2025 (Q1-Q3)",292439.22
Sodium Oxybate,"2024 (Q1-Q4)",78602920
Sodium Oxybate,"2025 (Q1-Q3)",69866592
Sodium Phenylbutyrate,"2024 (Q1-Q4)",2688685.0
Sodium Phenylbutyrate,"2025 (Q1-Q3)",1935372.1
Sodium Phosphate,"2024 (Q1-Q4)",55656.88
Sodium Phosphate,"2025 (Q1-Q3)",47514.78
Sodium Polystyrene Sulfonate,"2024 (Q1-Q4)",2986675.8
Sodium Polystyrene Sulfonate,"2025 (Q1-Q3)",2255453.2
Sodium Sulfacetamide-Sulfur,"2024 (Q1-Q4)",61722.56
Sodium Sulfacetamide-Sulfur,"2025 (Q1-Q3)",61660.35
Sofosbuvir-Velpatasvir,"2024 (Q1-Q4)",108534488
Sofosbuvir-Velpatasvir,"2025 (Q1-Q3)",100860328
Sogroya,"2024 (Q1-Q4)",1357313.0
Sogroya,"2025 (Q1-Q3)",1710811.0
Sohonos,"2024 (Q1-Q4)",3287447.2
Sohonos,"2025 (Q1-Q3)",2767638.8
Solifenacin Succinate,"2024 (Q1-Q4)",67425344
Solifenacin Succinate,"2025 (Q1-Q3)",55886136
Soliqua 100-33,"2024 (Q1-Q4)",300185504
Soliqua 100-33,"2025 (Q1-Q3)",210187728
Soliris,"2024 (Q1-Q4)",196193584
Soliris,"2025 (Q1-Q3)",113483552
Solosec,"2024 (Q1-Q4)",56143.88
Solosec,"2025 (Q1-Q3)",45090.49
Soltamox,"2024 (Q1-Q4)",525288.1
Soltamox,"2025 (Q1-Q3)",424613.6
Solu-Cortef,"2024 (Q1-Q4)",123492.13
Solu-Cortef,"2024 (Q1-Q4)",989904.7
Solu-Cortef,"2025 (Q1-Q3)",901836.94
Solu-Cortef,"2025 (Q1-Q3)",90483.18
Solu-Medrol,"2024 (Q1-Q4)",329969.2
Solu-Medrol,"2024 (Q1-Q4)",18937.14
Solu-Medrol,"2025 (Q1-Q3)",262538.94
Solu-Medrol,"2025 (Q1-Q3)",12468.03
Soma,"2024 (Q1-Q4)",1467569.0
Soma,"2025 (Q1-Q3)",1021972.7
Somatuline Depot,"2024 (Q1-Q4)",57730048
Somatuline Depot,"2025 (Q1-Q3)",58353548
Somavert,"2024 (Q1-Q4)",37293740
Somavert,"2025 (Q1-Q3)",43729096
Soolantra,"2024 (Q1-Q4)",1388735.2
Soolantra,"2025 (Q1-Q3)",929839.9
Sorafenib,"2024 (Q1-Q4)",21318406
Sorafenib,"2025 (Q1-Q3)",14366212
Sorilux,"2024 (Q1-Q4)",265109.62
Sorilux,"2025 (Q1-Q3)",108109.58
Sotalol,"2024 (Q1-Q4)",21946698
Sotalol,"2025 (Q1-Q3)",16268249
Sotalol Af,"2024 (Q1-Q4)",1577764.0
Sotalol Af,"2025 (Q1-Q3)",1112094.2
Sotyktu,"2024 (Q1-Q4)",62226384
Sotyktu,"2025 (Q1-Q3)",87982864
Sotylize,"2024 (Q1-Q4)",52480.92
Sotylize,"2025 (Q1-Q3)",27145.77
Sovaldi,"2024 (Q1-Q4)",2179806.2
Sovaldi,"2025 (Q1-Q3)",1440130.5
Sovuna,"2024 (Q1-Q4)",24802.03
Sovuna,"2025 (Q1-Q3)",301199.34
Spevigo,"2024 (Q1-Q4)",4898328.0
Spevigo,"2025 (Q1-Q3)",12569523
Spinosad,"2024 (Q1-Q4)",381858.7
Spinosad,"2025 (Q1-Q3)",329731.38
Spinraza,"2024 (Q1-Q4)",3386584.5
Spinraza,"2025 (Q1-Q3)",3075553.5
Spiriva Handihaler,"2024 (Q1-Q4)",486261184
Spiriva Handihaler,"2025 (Q1-Q3)",179895728
Spiriva Respimat,"2024 (Q1-Q4)",877208064
Spiriva Respimat,"2025 (Q1-Q3)",607797632
Spironolactone,"2024 (Q1-Q4)",80624328
Spironolactone,"2025 (Q1-Q3)",62234740
Spironolactone-HCTZ,"2024 (Q1-Q4)",8331080.0
Spironolactone-HCTZ,"2025 (Q1-Q3)",6052490.5
Sporanox,"2024 (Q1-Q4)",122987.95
Sporanox,"2025 (Q1-Q3)",65115.67
Spravato,"2024 (Q1-Q4)",128139296
Spravato,"2025 (Q1-Q3)",161393984
Sprintec,"2024 (Q1-Q4)",347269.7
Sprintec,"2025 (Q1-Q3)",273244.9
Spritam,"2024 (Q1-Q4)",1478996.8
Spritam,"2025 (Q1-Q3)",919991.7
Sprix,"2024 (Q1-Q4)",1956284.4
Sprix,"2025 (Q1-Q3)",1408395.2
Sprycel,"2024 (Q1-Q4)",518330496
Sprycel,"2025 (Q1-Q3)",136639936
Sps,"2024 (Q1-Q4)",13649519
Sps,"2025 (Q1-Q3)",7860218.0
Sronyx,"2024 (Q1-Q4)",50054.58
Sronyx,"2025 (Q1-Q3)",6642.52
Ssd,"2024 (Q1-Q4)",5205910.0
Ssd,"2025 (Q1-Q3)",2163342.8
Stalevo 100,"2024 (Q1-Q4)",130009.96
Stalevo 100,"2025 (Q1-Q3)",36826.36
Stalevo 150,"2024 (Q1-Q4)",39744.09
Stalevo 200,"2024 (Q1-Q4)",41016.44
Steglatro,"2024 (Q1-Q4)",16530191
Steglatro,"2025 (Q1-Q3)",10107325
Steglujan,"2024 (Q1-Q4)",977514.44
Steglujan,"2025 (Q1-Q3)",515327.25
Stelara,"2024 (Q1-Q4)",3378017280
Stelara,"2025 (Q1-Q3)",2517323264
Steqeyma,"2025 (Q1-Q3)",12956788
Sterile Pads,"2024 (Q1-Q4)",246.68
Stimufend,"2025 (Q1-Q3)",72027.91
Stiolto Respimat,"2024 (Q1-Q4)",448588544
Stiolto Respimat,"2025 (Q1-Q3)",338103200
Stivarga,"2024 (Q1-Q4)",96423432
Stivarga,"2025 (Q1-Q3)",82165872
Stoboclo,"2025 (Q1-Q3)",68668.85
Strattera,"2024 (Q1-Q4)",1361505.4
Strattera,"2025 (Q1-Q3)",641143.75
Strensiq,"2024 (Q1-Q4)",345971136
Strensiq,"2025 (Q1-Q3)",308531808
Streptomycin Sulfate,"2024 (Q1-Q4)",2123681.0
Streptomycin Sulfate,"2025 (Q1-Q3)",1151029.8
Stribild,"2024 (Q1-Q4)",23144778
Stribild,"2025 (Q1-Q3)",15182437
Striverdi Respimat,"2024 (Q1-Q4)",4912708.5
Striverdi Respimat,"2025 (Q1-Q3)",3487460.0
Stromectol,"2024 (Q1-Q4)",995.42
Stromectol,"2025 (Q1-Q3)",453.84
Sublocade,"2024 (Q1-Q4)",50486308
Sublocade,"2025 (Q1-Q3)",46616888
Suboxone,"2024 (Q1-Q4)",70660248
Suboxone,"2025 (Q1-Q3)",46748872
Subvenite,"2024 (Q1-Q4)",12346.4
Subvenite,"2025 (Q1-Q3)",7606.12
Subvenite (Blue),"2024 (Q1-Q4)",6972.05
Subvenite (Blue),"2025 (Q1-Q3)",5870.49
Subvenite (Green),"2024 (Q1-Q4)",19275.84
Subvenite (Orange),"2024 (Q1-Q4)",49353.77
Subvenite (Orange),"2025 (Q1-Q3)",28328.45
Sucraid,"2024 (Q1-Q4)",107661424
Sucraid,"2025 (Q1-Q3)",94479592
Sucralfate,"2024 (Q1-Q4)",128522872
Sucralfate,"2025 (Q1-Q3)",85263408
Suflave,"2024 (Q1-Q4)",3717027.8
Suflave,"2025 (Q1-Q3)",6540982.5
Sular,"2024 (Q1-Q4)",319057.84
Sular,"2025 (Q1-Q3)",170803.4
Sulfacetamide-Prednisolone,"2024 (Q1-Q4)",28241.55
Sulfacetamide-Prednisolone,"2025 (Q1-Q3)",56022.35
Sulfacetamide Sodium,"2024 (Q1-Q4)",1888882.8
Sulfacetamide Sodium,"2025 (Q1-Q3)",1239879.1
Sulfadiazine,"2024 (Q1-Q4)",764648.9
