"Brnd_Name","Year","Tot_Spndng"
Drospirenone-Eth Estra-Levomef,"2025 (Q1-Q3)",31585.5
Drospirenone-Ethinyl Estradiol,"2024 (Q1-Q4)",570921.56
Drospirenone-Ethinyl Estradiol,"2025 (Q1-Q3)",428263.2
Droxia,"2024 (Q1-Q4)",165327.16
Droxia,"2025 (Q1-Q3)",128115.67
Droxidopa,"2024 (Q1-Q4)",50416292
Droxidopa,"2025 (Q1-Q3)",41689644
Duaklir Pressair,"2024 (Q1-Q4)",59508.18
Duaklir Pressair,"2025 (Q1-Q3)",36857.31
Duavee,"2024 (Q1-Q4)",948215.25
Duavee,"2025 (Q1-Q3)",957524.1
Duexis,"2024 (Q1-Q4)",367922.94
Dulera,"2024 (Q1-Q4)",162082128
Dulera,"2025 (Q1-Q3)",100632944
Duloxetine HCl,"2024 (Q1-Q4)",308828608
Duloxetine HCl,"2025 (Q1-Q3)",239885408
Duobrii,"2024 (Q1-Q4)",794097.7
Duobrii,"2025 (Q1-Q3)",379466.53
Duopa,"2024 (Q1-Q4)",2785850.5
Duopa,"2025 (Q1-Q3)",2293668.2
Dupixent Pen,"2024 (Q1-Q4)",1804653440
Dupixent Pen,"2025 (Q1-Q3)",2725235456
Dupixent Syringe,"2024 (Q1-Q4)",687118592
Dupixent Syringe,"2025 (Q1-Q3)",712103168
Durezol,"2024 (Q1-Q4)",804791.25
Durezol,"2025 (Q1-Q3)",315617.7
Durysta,"2024 (Q1-Q4)",1334075.0
Durysta,"2025 (Q1-Q3)",1529803.8
Dutasteride,"2024 (Q1-Q4)",31475228
Dutasteride,"2025 (Q1-Q3)",23486714
Dutasteride-Tamsulosin,"2024 (Q1-Q4)",9410070.0
Dutasteride-Tamsulosin,"2025 (Q1-Q3)",6295041.5
Duvyzat,"2024 (Q1-Q4)",1956266.6
Duvyzat,"2025 (Q1-Q3)",7845482.5
Dyanavel XR,"2024 (Q1-Q4)",716976.4
Dyanavel XR,"2025 (Q1-Q3)",575153.4
Dymista,"2024 (Q1-Q4)",604311.06
Dymista,"2025 (Q1-Q3)",4906436.5
Dyrenium,"2024 (Q1-Q4)",261978.69
Dyrenium,"2025 (Q1-Q3)",145870.73
Dysport,"2024 (Q1-Q4)",3348256.5
Dysport,"2025 (Q1-Q3)",2787863.0
E.E.S. 200,"2024 (Q1-Q4)",19765.52
E.E.S. 200,"2025 (Q1-Q3)",11191.5
E.E.S. 400,"2024 (Q1-Q4)",15055.59
E.E.S. 400,"2025 (Q1-Q3)",36537.21
Easy-Touch Insulin Syringe,"2024 (Q1-Q4)",206465.67
Easy-Touch Insulin Syringe,"2025 (Q1-Q3)",126677.88
Easy Comfort Alcohol Pad,"2024 (Q1-Q4)",143455.66
Easy Comfort Alcohol Pad,"2025 (Q1-Q3)",173046.08
Easy Comfort Insulin Syringe,"2024 (Q1-Q4)",251040.2
Easy Comfort Insulin Syringe,"2024 (Q1-Q4)",276625.84
Easy Comfort Insulin Syringe,"2025 (Q1-Q3)",205197.19
Easy Comfort Insulin Syringe,"2025 (Q1-Q3)",148450.05
Easy Comfort Pen Needle,"2024 (Q1-Q4)",3891976.2
Easy Comfort Pen Needle,"2025 (Q1-Q3)",2411960.8
Easy Comfort Pen Needles,"2024 (Q1-Q4)",2995832.2
Easy Comfort Pen Needles,"2025 (Q1-Q3)",1926791.4
Easy Comfort Safety Pen Needle,"2024 (Q1-Q4)",739976.6
Easy Comfort Safety Pen Needle,"2025 (Q1-Q3)",1439077.5
Easy Glide Insulin Syringe,"2024 (Q1-Q4)",15858.44
Easy Glide Insulin Syringe,"2024 (Q1-Q4)",2134.78
Easy Glide Insulin Syringe,"2024 (Q1-Q4)",18769.68
Easy Glide Insulin Syringe,"2025 (Q1-Q3)",13329.44
Easy Glide Insulin Syringe,"2025 (Q1-Q3)",10815.86
Easy Glide Insulin Syringe,"2025 (Q1-Q3)",1279.13
Easy Glide Pen Needle,"2024 (Q1-Q4)",89160.68
Easy Glide Pen Needle,"2025 (Q1-Q3)",54818.85
Easy Touch,"2024 (Q1-Q4)",117435.19
Easy Touch,"2024 (Q1-Q4)",157045.78
Easy Touch,"2024 (Q1-Q4)",309632.84
Easy Touch,"2025 (Q1-Q3)",202370.42
Easy Touch,"2025 (Q1-Q3)",105950.79
Easy Touch,"2025 (Q1-Q3)",73514.84
Easy Touch Alcohol Prep Pads,"2024 (Q1-Q4)",777056.25
Easy Touch Alcohol Prep Pads,"2025 (Q1-Q3)",437843.84
Easy Touch Fliplock Insulin,"2024 (Q1-Q4)",319.59
Easy Touch Insulin Safety,"2024 (Q1-Q4)",2567.84
Easy Touch Insulin Safety,"2024 (Q1-Q4)",1268.26
Easy Touch Insulin Safety,"2025 (Q1-Q3)",1610.51
Easy Touch Insulin Safety,"2025 (Q1-Q3)",1037.95
Easy Touch Insulin Syringe,"2024 (Q1-Q4)",12818.66
Easy Touch Insulin Syringe,"2024 (Q1-Q4)",20154.36
Easy Touch Insulin Syringe,"2024 (Q1-Q4)",31661.83
Easy Touch Insulin Syringe,"2025 (Q1-Q3)",20421.01
Easy Touch Insulin Syringe,"2025 (Q1-Q3)",13875.21
Easy Touch Insulin Syringe,"2025 (Q1-Q3)",10243.43
Easy Touch Luer Lock Insulin,"2024 (Q1-Q4)",65.72
Easy Touch Luer Lock Insulin,"2025 (Q1-Q3)",234.95
Easy Touch Pen Needle,"2024 (Q1-Q4)",4125710.0
Easy Touch Pen Needle,"2025 (Q1-Q3)",2792806.5
Easy Touch Safety Pen Needle,"2024 (Q1-Q4)",270902.62
Easy Touch Safety Pen Needle,"2025 (Q1-Q3)",96423.47
Ebglyss Pen,"2024 (Q1-Q4)",2874689.5
Ebglyss Pen,"2025 (Q1-Q3)",55793256
Ebglyss Syringe,"2025 (Q1-Q3)",3530717.5
Ec-Naproxen,"2024 (Q1-Q4)",1898025.0
Eclipse Syringe,"2024 (Q1-Q4)",1410.07
Eclipse Syringe,"2025 (Q1-Q3)",863.2
Econazole Nitrate,"2024 (Q1-Q4)",5022106.5
Econazole Nitrate,"2025 (Q1-Q3)",4073475.8
Edaravone,"2025 (Q1-Q3)",541847.1
Edarbi,"2024 (Q1-Q4)",36680944
Edarbi,"2025 (Q1-Q3)",26540960
Edarbyclor,"2024 (Q1-Q4)",26222488
Edarbyclor,"2025 (Q1-Q3)",18081336
Edecrin,"2024 (Q1-Q4)",587364.0
Edecrin,"2025 (Q1-Q3)",335616.47
Edex,"2025 (Q1-Q3)",15835.09
Edluar,"2024 (Q1-Q4)",739194.94
Edluar,"2025 (Q1-Q3)",592884.4
Edurant,"2024 (Q1-Q4)",23918042
Edurant,"2025 (Q1-Q3)",16431215
Efavirenz,"2024 (Q1-Q4)",4213053.5
Efavirenz,"2025 (Q1-Q3)",2383779.8
Efavirenz-Emtric-Tenofov Disop,"2024 (Q1-Q4)",16037471
Efavirenz-Emtric-Tenofov Disop,"2025 (Q1-Q3)",8748365.0
Efavirenz-Lamivu-Tenofov Disop,"2024 (Q1-Q4)",719976.0
Efavirenz-Lamivu-Tenofov Disop,"2025 (Q1-Q3)",553451.75
Effer-K,"2024 (Q1-Q4)",250872.95
Effer-K,"2025 (Q1-Q3)",207288.7
Effexor XR,"2024 (Q1-Q4)",23774436
Effexor XR,"2025 (Q1-Q3)",16041476
Effient,"2024 (Q1-Q4)",903431.75
Effient,"2025 (Q1-Q3)",583145.1
Efudex,"2024 (Q1-Q4)",46635.65
Efudex,"2025 (Q1-Q3)",1047.97
Egrifta Sv,"2024 (Q1-Q4)",37127300
Egrifta Sv,"2025 (Q1-Q3)",29079628
Ekterly,"2025 (Q1-Q3)",4729635.0
Elahere,"2025 (Q1-Q3)",1507290.8
Elaprase,"2024 (Q1-Q4)",6970861.5
Elaprase,"2025 (Q1-Q3)",7012969.5
Elelyso,"2024 (Q1-Q4)",2786024.8
Elelyso,"2025 (Q1-Q3)",1791500.0
Elestrin,"2024 (Q1-Q4)",280447.9
Elestrin,"2025 (Q1-Q3)",351038.22
Eletriptan HBr,"2024 (Q1-Q4)",6143010.5
Eletriptan HBr,"2025 (Q1-Q3)",4206407.0
Elfabrio,"2024 (Q1-Q4)",5179970.0
Elfabrio,"2025 (Q1-Q3)",4876070.5
Elfolate,"2024 (Q1-Q4)",723.66
Elfolate,"2025 (Q1-Q3)",977.27
Elidel,"2024 (Q1-Q4)",84085.89
Elidel,"2025 (Q1-Q3)",19015.62
Eligard,"2024 (Q1-Q4)",12206503
Eligard,"2025 (Q1-Q3)",13243022
Elimite,"2025 (Q1-Q3)",18906.01
Elinest,"2024 (Q1-Q4)",89636.24
Elinest,"2025 (Q1-Q3)",67992.59
Eliquis,"2024 (Q1-Q4)",20774928384
Eliquis,"2025 (Q1-Q3)",17612967936
Elite-Ob,"2024 (Q1-Q4)",4292.67
Elite-Ob,"2025 (Q1-Q3)",1795.28
Elite-Thin,"2024 (Q1-Q4)",207.9
Elitek,"2024 (Q1-Q4)",1918982.6
Elitek,"2025 (Q1-Q3)",1758145.6
Elmiron,"2024 (Q1-Q4)",51962064
Elmiron,"2025 (Q1-Q3)",37807748
Elrexfio,"2024 (Q1-Q4)",413065.16
Elrexfio,"2025 (Q1-Q3)",532158.2
Eltrombopag Olamine,"2025 (Q1-Q3)",81145688
Eluryng,"2024 (Q1-Q4)",348887.2
Eluryng,"2025 (Q1-Q3)",218889.9
Elyxyb,"2024 (Q1-Q4)",1713049.9
Elyxyb,"2025 (Q1-Q3)",1386162.2
Emblaveo,"2025 (Q1-Q3)",9013.04
Embrace Pen Needle,"2024 (Q1-Q4)",431745.8
Embrace Pen Needle,"2025 (Q1-Q3)",778737.1
Emcyt,"2024 (Q1-Q4)",27429.15
Emend,"2024 (Q1-Q4)",7354.69
Emend,"2024 (Q1-Q4)",122901.85
Emend,"2025 (Q1-Q3)",11000.8
Emend,"2025 (Q1-Q3)",132322.11
Emflaza,"2024 (Q1-Q4)",15416876
Emflaza,"2025 (Q1-Q3)",10911464
Emgality Pen,"2024 (Q1-Q4)",258366640
Emgality Pen,"2025 (Q1-Q3)",234753456
Emgality Syringe,"2024 (Q1-Q4)",46517444
Emgality Syringe,"2025 (Q1-Q3)",40689944
Empaveli,"2024 (Q1-Q4)",28564240
Empaveli,"2025 (Q1-Q3)",19233462
Empliciti,"2024 (Q1-Q4)",2170460.0
Empliciti,"2025 (Q1-Q3)",1901303.8
Emrosi,"2025 (Q1-Q3)",93620.77
Emsam,"2024 (Q1-Q4)",12546115
Emsam,"2025 (Q1-Q3)",10206445
Emtricitabine,"2024 (Q1-Q4)",1900258.1
Emtricitabine,"2025 (Q1-Q3)",1251159.6
Emtricitabine-Rilpivirne-Tenof,"2025 (Q1-Q3)",1453630.8
Emtricitabine-Tenofovir Disop,"2024 (Q1-Q4)",20926662
Emtricitabine-Tenofovir Disop,"2025 (Q1-Q3)",10398696
Emtriva,"2024 (Q1-Q4)",227832.05
Emtriva,"2025 (Q1-Q3)",138773.03
Emverm,"2024 (Q1-Q4)",5838274.5
Emverm,"2025 (Q1-Q3)",6638240.5
Emzahh,"2025 (Q1-Q3)",10142.72
Enalapril-Hydrochlorothiazide,"2024 (Q1-Q4)",1419434.4
Enalapril-Hydrochlorothiazide,"2025 (Q1-Q3)",1073700.0
Enalapril Maleate,"2024 (Q1-Q4)",34844156
Enalapril Maleate,"2025 (Q1-Q3)",24185372
Enalaprilat,"2024 (Q1-Q4)",15115.41
Enalaprilat,"2025 (Q1-Q3)",8013.46
Enbrace Hr,"2024 (Q1-Q4)",98228.28
Enbrace Hr,"2025 (Q1-Q3)",69165.84
Enbrel,"2024 (Q1-Q4)",632791424
Enbrel,"2025 (Q1-Q3)",537214592
Enbrel Mini,"2024 (Q1-Q4)",255623568
Enbrel Mini,"2025 (Q1-Q3)",203927072
Enbrel Sureclick,"2024 (Q1-Q4)",2337152768
Enbrel Sureclick,"2025 (Q1-Q3)",2256995072
Endari,"2024 (Q1-Q4)",5325108.0
Endari,"2025 (Q1-Q3)",2203227.0
Endocet,"2024 (Q1-Q4)",1265035.0
Endocet,"2025 (Q1-Q3)",887075.4
Endometrin,"2024 (Q1-Q4)",9214.96
Endometrin,"2025 (Q1-Q3)",6753.57
Engerix-B Adult,"2024 (Q1-Q4)",202645.03
Engerix-B Adult,"2025 (Q1-Q3)",123733.52
Engerix-B Pediatric-Adolescent,"2024 (Q1-Q4)",1081.9
Enhertu,"2024 (Q1-Q4)",10639779
Enhertu,"2025 (Q1-Q3)",15061261
Enilloring,"2024 (Q1-Q4)",193544.61
Enilloring,"2025 (Q1-Q3)",173472.05
Enjaymo,"2024 (Q1-Q4)",1709695.0
Enjaymo,"2025 (Q1-Q3)",1846282.2
Enoxaparin Sodium,"2024 (Q1-Q4)",79504048
Enoxaparin Sodium,"2025 (Q1-Q3)",57743156
Enpresse,"2024 (Q1-Q4)",27741.08
Enpresse,"2025 (Q1-Q3)",20738.54
Enskyce,"2024 (Q1-Q4)",80745.47
Enskyce,"2025 (Q1-Q3)",59416.7
Enspryng,"2024 (Q1-Q4)",45272836
Enspryng,"2025 (Q1-Q3)",41803968
Enstilar,"2024 (Q1-Q4)",6933006.0
Enstilar,"2025 (Q1-Q3)",4204562.5
Entacapone,"2024 (Q1-Q4)",20139420
Entacapone,"2025 (Q1-Q3)",13565422
Entecavir,"2024 (Q1-Q4)",27102508
Entecavir,"2025 (Q1-Q3)",20086984
Entresto,"2024 (Q1-Q4)",4020321792
Entresto,"2025 (Q1-Q3)",3367399168
Entresto Sprinkle,"2024 (Q1-Q4)",144717.5
Entresto Sprinkle,"2025 (Q1-Q3)",1095511.8
Entyvio,"2024 (Q1-Q4)",129249632
Entyvio,"2025 (Q1-Q3)",118713064
Entyvio Pen,"2024 (Q1-Q4)",27632722
Entyvio Pen,"2025 (Q1-Q3)",75617008
Enulose,"2024 (Q1-Q4)",5608459.5
Enulose,"2025 (Q1-Q3)",4385238.5
Envarsus XR,"2024 (Q1-Q4)",16874072
Envarsus XR,"2025 (Q1-Q3)",13087293
Eohilia,"2024 (Q1-Q4)",1553442.4
Eohilia,"2025 (Q1-Q3)",2868943.8
Epaned,"2024 (Q1-Q4)",87690.37
Epaned,"2025 (Q1-Q3)",41365.46
Epclusa,"2024 (Q1-Q4)",758041600
Epclusa,"2025 (Q1-Q3)",345386112
Ephedrine Sulfate,"2024 (Q1-Q4)",250.88
Epidiolex,"2024 (Q1-Q4)",207443280
Epidiolex,"2025 (Q1-Q3)",172320768
Epiduo Forte,"2024 (Q1-Q4)",60855.03
Epiduo Forte,"2025 (Q1-Q3)",29940.13
Epifoam,"2024 (Q1-Q4)",16277.06
Epifoam,"2025 (Q1-Q3)",13595.53
Epinastine HCl,"2024 (Q1-Q4)",1585520.2
Epinastine HCl,"2025 (Q1-Q3)",1219017.0
Epinephrine,"2024 (Q1-Q4)",119280232
Epinephrine,"2025 (Q1-Q3)",97576992
Epipen 2-Pak,"2024 (Q1-Q4)",167423.97
Epipen 2-Pak,"2025 (Q1-Q3)",32882.29
Epitol,"2024 (Q1-Q4)",52512.09
Epitol,"2025 (Q1-Q3)",32893.98
Epivir,"2024 (Q1-Q4)",64963.17
Epivir,"2025 (Q1-Q3)",37461.97
Epkinly,"2024 (Q1-Q4)",1185684.4
Epkinly,"2025 (Q1-Q3)",1135044.9
Eplerenone,"2024 (Q1-Q4)",27224864
Eplerenone,"2025 (Q1-Q3)",21241886
Epogen,"2024 (Q1-Q4)",8126548.5
Epogen,"2025 (Q1-Q3)",6056238.5
Epoprostenol Sodium,"2024 (Q1-Q4)",37600.8
Eprontia,"2024 (Q1-Q4)",895691.06
Eprontia,"2025 (Q1-Q3)",778236.94
Epsolay,"2024 (Q1-Q4)",462533.56
Epsolay,"2025 (Q1-Q3)",259175.2
Epzicom,"2024 (Q1-Q4)",125646.29
Equetro,"2024 (Q1-Q4)",1047003.75
Equetro,"2025 (Q1-Q3)",658446.25
Eraxis,"2024 (Q1-Q4)",482684.62
Eraxis,"2025 (Q1-Q3)",223014.88
Erbitux,"2024 (Q1-Q4)",6684950.5
Erbitux,"2025 (Q1-Q3)",7226744.5
Ergomar,"2024 (Q1-Q4)",207476.4
Ergomar,"2025 (Q1-Q3)",1318511.6
Ergotamine-Caffeine,"2024 (Q1-Q4)",2673909.5
Ergotamine-Caffeine,"2025 (Q1-Q3)",1280551.5
Eribulin Mesylate,"2025 (Q1-Q3)",128953.05
Erivedge,"2024 (Q1-Q4)",116769824
Erivedge,"2025 (Q1-Q3)",117820560
Erleada,"2024 (Q1-Q4)",1386301824
Erleada,"2025 (Q1-Q3)",1499687424
Erlotinib HCl,"2024 (Q1-Q4)",6559738.0
Erlotinib HCl,"2025 (Q1-Q3)",4917175.0
Ermeza,"2024 (Q1-Q4)",17414.44
Ermeza,"2025 (Q1-Q3)",22770.55
Errin,"2024 (Q1-Q4)",112790.05
Errin,"2025 (Q1-Q3)",66016.84
Ertaczo,"2024 (Q1-Q4)",4917777.5
Ertaczo,"2025 (Q1-Q3)",1278906.5
Ertapenem,"2024 (Q1-Q4)",72619136
Ertapenem,"2025 (Q1-Q3)",55556076
Ery,"2024 (Q1-Q4)",95064.4
Ery,"2025 (Q1-Q3)",65842.08
Ery-Tab,"2024 (Q1-Q4)",14160.2
Ery-Tab,"2025 (Q1-Q3)",810.36
Eryped 400,"2024 (Q1-Q4)",82790.76
Eryped 400,"2025 (Q1-Q3)",15268.75
Erythrocin Lactobionate,"2024 (Q1-Q4)",52424.42
Erythromycin,"2024 (Q1-Q4)",951957.75
Erythromycin,"2024 (Q1-Q4)",29077106
Erythromycin,"2025 (Q1-Q3)",22071470
Erythromycin,"2025 (Q1-Q3)",688053.5
Erythromycin-Benzoyl Peroxide,"2024 (Q1-Q4)",714127.75
Erythromycin-Benzoyl Peroxide,"2025 (Q1-Q3)",457996.6
Erythromycin Ethylsuccinate,"2024 (Q1-Q4)",3597606.8
Erythromycin Ethylsuccinate,"2025 (Q1-Q3)",2415517.5
Erzofri,"2025 (Q1-Q3)",519699.56
Esbriet,"2024 (Q1-Q4)",42143984
Esbriet,"2025 (Q1-Q3)",28212242
Escitalopram Oxalate,"2024 (Q1-Q4)",140990576
Escitalopram Oxalate,"2025 (Q1-Q3)",119677936
Esgic,"2024 (Q1-Q4)",20282.0
Eslicarbazepine Acetate,"2025 (Q1-Q3)",10814392
Esomeprazole Magnesium,"2024 (Q1-Q4)",124296528
Esomeprazole Magnesium,"2025 (Q1-Q3)",89097832
Esomeprazole Sodium,"2024 (Q1-Q4)",30954.45
Esomeprazole Sodium,"2025 (Q1-Q3)",25293.72
Estarylla,"2024 (Q1-Q4)",233879.4
Estarylla,"2025 (Q1-Q3)",215514.58
Estazolam,"2024 (Q1-Q4)",3784033.2
Estazolam,"2025 (Q1-Q3)",2857652.8
Estrace,"2024 (Q1-Q4)",1959943.1
Estrace,"2025 (Q1-Q3)",945968.2
Estradiol,"2024 (Q1-Q4)",218158288
Estradiol,"2025 (Q1-Q3)",174294240
Estradiol-Norethindrone Acetat,"2024 (Q1-Q4)",4883432.5
Estradiol-Norethindrone Acetat,"2025 (Q1-Q3)",3726160.8
Estradiol (Once Weekly),"2024 (Q1-Q4)",18387932
Estradiol (Once Weekly),"2025 (Q1-Q3)",15892306
Estradiol (Twice Weekly),"2024 (Q1-Q4)",30632190
Estradiol (Twice Weekly),"2025 (Q1-Q3)",33248038
Estradiol Valerate,"2024 (Q1-Q4)",1854576.2
Estradiol Valerate,"2025 (Q1-Q3)",1640581.2
Estring,"2024 (Q1-Q4)",49188152
Estring,"2025 (Q1-Q3)",38856568
Estrogel,"2024 (Q1-Q4)",742979.8
Eszopiclone,"2024 (Q1-Q4)",18504858
Eszopiclone,"2025 (Q1-Q3)",15164505
Ethacrynate Sodium,"2024 (Q1-Q4)",182217.6
Ethacrynate Sodium,"2025 (Q1-Q3)",153808.8
Ethacrynic Acid,"2024 (Q1-Q4)",6071088.5
Ethacrynic Acid,"2025 (Q1-Q3)",3790491.8
Ethambutol HCl,"2024 (Q1-Q4)",3791620.5
Ethambutol HCl,"2025 (Q1-Q3)",3064350.0
Ethosuximide,"2024 (Q1-Q4)",1458949.5
Ethosuximide,"2025 (Q1-Q3)",1133365.0
Ethynodiol-Ethinyl Estradiol,"2024 (Q1-Q4)",32270.99
Ethynodiol-Ethinyl Estradiol,"2025 (Q1-Q3)",20223.34
Etodolac,"2024 (Q1-Q4)",8901228.0
Etodolac,"2025 (Q1-Q3)",6138242.5
Etodolac ER,"2024 (Q1-Q4)",1941698.0
Etodolac ER,"2025 (Q1-Q3)",1366246.0
Etonogestrel-Ethinyl Estradiol,"2024 (Q1-Q4)",665037.5
Etonogestrel-Ethinyl Estradiol,"2025 (Q1-Q3)",513272.62
Etopophos,"2024 (Q1-Q4)",12299.84
Etoposide,"2024 (Q1-Q4)",14996.47
Etoposide,"2025 (Q1-Q3)",15568.53
Etravirine,"2024 (Q1-Q4)",22575782
Etravirine,"2025 (Q1-Q3)",14115700
Eucrisa,"2024 (Q1-Q4)",9279367.0
Eucrisa,"2025 (Q1-Q3)",6565848.5
Eulexin,"2024 (Q1-Q4)",160993.1
Eulexin,"2025 (Q1-Q3)",106525.61
Euthyrox,"2024 (Q1-Q4)",484550.62
Euthyrox,"2025 (Q1-Q3)",175292.55
Evamist,"2024 (Q1-Q4)",376434.88
Evamist,"2025 (Q1-Q3)",296740.44
Evekeo,"2024 (Q1-Q4)",73785.69
Evekeo,"2025 (Q1-Q3)",24091.83
Evenity,"2024 (Q1-Q4)",1427075.4
Evenity,"2025 (Q1-Q3)",1398361.5
Evenity (2 Syringes),"2024 (Q1-Q4)",92576112
Evenity (2 Syringes),"2025 (Q1-Q3)",102794640
Everolimus,"2024 (Q1-Q4)",143489360
Everolimus,"2025 (Q1-Q3)",125380368
Evista,"2024 (Q1-Q4)",924682.0
Evista,"2025 (Q1-Q3)",574727.4
Evkeeza,"2024 (Q1-Q4)",10803789
Evkeeza,"2025 (Q1-Q3)",13626166
Evotaz,"2024 (Q1-Q4)",10179004
Evotaz,"2025 (Q1-Q3)",6385315.5
Evoxac,"2024 (Q1-Q4)",1013649.94
Evoxac,"2025 (Q1-Q3)",634182.75
Evrysdi,"2024 (Q1-Q4)",154528768
Evrysdi,"2025 (Q1-Q3)",133704392
Excilon,"2024 (Q1-Q4)",187.97
Exelderm,"2024 (Q1-Q4)",79794.2
Exelderm,"2025 (Q1-Q3)",12459.17
Exelon,"2024 (Q1-Q4)",10434913
Exelon,"2025 (Q1-Q3)",2583386.2
Exemestane,"2024 (Q1-Q4)",31996248
Exemestane,"2025 (Q1-Q3)",19347416
Exenatide,"2025 (Q1-Q3)",1340090.5
Exforge,"2024 (Q1-Q4)",2053870.5
Exforge,"2025 (Q1-Q3)",1331835.9
Exforge HCT,"2024 (Q1-Q4)",650350.44
Exforge HCT,"2025 (Q1-Q3)",276436.6
Exjade,"2024 (Q1-Q4)",3173237.0
Exjade,"2025 (Q1-Q3)",1713832.6
Exkivity,"2024 (Q1-Q4)",1242285.0
Exondys-51,"2024 (Q1-Q4)",26787912
Exondys-51,"2025 (Q1-Q3)",22170696
Exservan,"2024 (Q1-Q4)",322224.7
Extavia,"2024 (Q1-Q4)",624369.06
Extencilline,"2025 (Q1-Q3)",5826.63
Eylea,"2024 (Q1-Q4)",71144896
Eylea,"2025 (Q1-Q3)",37739348
Eylea Hd,"2024 (Q1-Q4)",11688806
Eylea Hd,"2025 (Q1-Q3)",7444503.5
Eysuvis,"2024 (Q1-Q4)",12908618
Eysuvis,"2025 (Q1-Q3)",10522209
Ezallor Sprinkle,"2024 (Q1-Q4)",5987.38
Ezallor Sprinkle,"2025 (Q1-Q3)",3831.62
Ezetimibe,"2024 (Q1-Q4)",208731152
Ezetimibe,"2025 (Q1-Q3)",161846800
Ezetimibe-Simvastatin,"2024 (Q1-Q4)",23676562
Ezetimibe-Simvastatin,"2025 (Q1-Q3)",13244861
Fabhalta,"2024 (Q1-Q4)",32520194
Fabhalta,"2025 (Q1-Q3)",59380340
Fabior,"2024 (Q1-Q4)",33783.98
Fabior,"2025 (Q1-Q3)",32450.67
Fabrazyme,"2024 (Q1-Q4)",41264992
Fabrazyme,"2025 (Q1-Q3)",35679616
Falmina,"2024 (Q1-Q4)",46782.73
Falmina,"2025 (Q1-Q3)",45506.15
Famciclovir,"2024 (Q1-Q4)",6308229.5
Famciclovir,"2025 (Q1-Q3)",4732891.5
Famotidine,"2024 (Q1-Q4)",73581.22
Famotidine,"2024 (Q1-Q4)",178983104
Famotidine,"2024 (Q1-Q4)",662.73
Famotidine,"2025 (Q1-Q3)",116597664
Famotidine,"2025 (Q1-Q3)",61235.15
Famotidine,"2025 (Q1-Q3)",658.61
Fanapt,"2024 (Q1-Q4)",87322408
Fanapt,"2025 (Q1-Q3)",70905576
Fareston,"2024 (Q1-Q4)",41427.58
Farxiga,"2024 (Q1-Q4)",5290548736
Farxiga,"2025 (Q1-Q3)",4870711808
Fasenra,"2024 (Q1-Q4)",75859048
Fasenra,"2025 (Q1-Q3)",69711896
Fasenra Pen,"2024 (Q1-Q4)",231650352
Fasenra Pen,"2025 (Q1-Q3)",272466752
Faslodex,"2024 (Q1-Q4)",326308.88
Faslodex,"2025 (Q1-Q3)",199292.98
Febuxostat,"2024 (Q1-Q4)",36862328
Febuxostat,"2025 (Q1-Q3)",22843908
Feirza,"2025 (Q1-Q3)",14655.55
Felbamate,"2024 (Q1-Q4)",7958120.0
Felbamate,"2025 (Q1-Q3)",5468811.0
Felbatol,"2024 (Q1-Q4)",5667453.5
Felbatol,"2025 (Q1-Q3)",4313685.5
Felodipine ER,"2024 (Q1-Q4)",9491960.0
Felodipine ER,"2025 (Q1-Q3)",7014394.0
Femara,"2024 (Q1-Q4)",1310720.4
Femara,"2025 (Q1-Q3)",933938.44
Femring,"2024 (Q1-Q4)",6982075.0
Femring,"2025 (Q1-Q3)",5229734.5
Fenofibrate,"2024 (Q1-Q4)",53472720
Fenofibrate,"2024 (Q1-Q4)",16964372
Fenofibrate,"2024 (Q1-Q4)",58908768
Fenofibrate,"2025 (Q1-Q3)",38627172
Fenofibrate,"2025 (Q1-Q3)",45175052
Fenofibrate,"2025 (Q1-Q3)",11749205
Fenofibric Acid,"2024 (Q1-Q4)",8984012.0
Fenofibric Acid,"2025 (Q1-Q3)",6011445.0
Fenoprofen Calcium,"2024 (Q1-Q4)",97311.59
Fenoprofen Calcium,"2025 (Q1-Q3)",14917.12
Fenopron,"2025 (Q1-Q3)",2287215.0
Fentanyl,"2024 (Q1-Q4)",92388064
Fentanyl,"2025 (Q1-Q3)",68851840
Fentanyl Citrate,"2024 (Q1-Q4)",885973.06
Fentanyl Citrate,"2024 (Q1-Q4)",53186.14
Fentanyl Citrate,"2025 (Q1-Q3)",54835.04
Fentanyl Citrate,"2025 (Q1-Q3)",18877.77
Fentora,"2024 (Q1-Q4)",660716.1
Ferric Citrate,"2025 (Q1-Q3)",159384.8
Ferriprox,"2024 (Q1-Q4)",3555600.0
Ferriprox,"2025 (Q1-Q3)",2288885.0
Ferriprox (2 Times A Day),"2024 (Q1-Q4)",30819456
Ferriprox (2 Times A Day),"2025 (Q1-Q3)",26590118
Ferriprox (3 Times A Day),"2024 (Q1-Q4)",2216238.5
Ferriprox (3 Times A Day),"2025 (Q1-Q3)",1141750.2
Fesoterodine Fumarate ER,"2024 (Q1-Q4)",18132404
Fesoterodine Fumarate ER,"2025 (Q1-Q3)",9568314.0
Fetroja,"2024 (Q1-Q4)",6925287.0
Fetroja,"2025 (Q1-Q3)",8109064.0
Fetzima,"2024 (Q1-Q4)",27083756
Fetzima,"2025 (Q1-Q3)",19427392
Fiasp,"2024 (Q1-Q4)",64072644
Fiasp,"2025 (Q1-Q3)",27533710
